   0.00000000   0.03333333
   0.00000000   0.06666667
   0.00000000   0.10000000
   0.00000000   0.13333333
   0.00000000   0.16666667
   0.00000000   0.20000000
   0.00000000   0.23333333
   0.00000000   0.26666667
   0.00000000   0.30000000
   0.00000000   0.33333333
   0.00000000   0.36666667
   0.00000000   0.40000000
   0.00000000   0.43333333
   0.00000000   0.46666667
   0.00000000   0.50000000
   0.00000000   0.53333333
   0.00000000   0.56666667
   0.00000000   0.60000000
   0.00000000   0.63333333
   0.00000000   0.66666667
   0.00000000   0.70000000
   0.00000000   0.73333333
   0.00000000   0.76666667
   0.00000000   0.80000000
   0.00000000   0.83333333
   0.00000000   0.86666667
   0.00000000   0.90000000
   0.00000000   0.93333333
   0.00000000   0.96666667
   0.00000000   1.00000000
   0.00000000   1.03333333
   0.00000000   1.06666667
   0.00000000   1.10000000
   0.00000000   1.13333333
   0.00000000   1.16666667
   0.00000000   1.20000000
   0.00000000   1.23333333
   0.00000000   1.26666667
   0.00000000   1.30000000
   0.00000000   1.33333333
   0.00000000   1.36666667
   0.00000000   1.40000000
   0.00000000   1.43333333
   0.00000000   1.46666667
   0.00000000   1.50000000
   0.00000000   1.53333333
   0.00000000   1.56666667
   0.00000000   1.60000000
   0.00000000   1.63333333
   0.00000000   1.66666667
   0.00000000   1.70000000
   0.00000000   1.73333333
   0.00000000   1.76666667
   0.00000000   1.80000000
   0.00000000   1.83333333
   0.00000000   1.86666667
   0.00000000   1.90000000
   0.00000000   1.93333333
   0.00000000   1.96666667
   0.00000000   2.00000000
   0.00000000   2.03333333
   0.00000000   2.06666667
   0.00000000   2.10000000
   0.00000000   2.13333333
   0.00000000   2.16666667
   0.00000000   2.20000000
   0.00000000   2.23333333
   0.00000000   2.26666667
   0.00000000   2.30000000
   0.00000000   2.33333333
   0.00000000   2.36666667
   0.00000000   2.40000000
   0.00000000   2.43333333
   0.00000000   2.46666667
   0.00000000   2.50000000
   0.00000000   2.53333333
   0.00000000   2.56666667
   0.00000000   2.60000000
   0.00000000   2.63333333
   0.00000000   2.66666667
   0.00000000   2.70000000
   0.00000000   2.73333333
   0.00000000   2.76666667
   0.00000000   2.80000000
   0.00000000   2.83333333
   0.00000000   2.86666667
   0.00000000   2.90000000
   0.00000000   2.93333333
   0.00000000   2.96666667
   0.00000000   3.00000000
   0.00000000   3.03333333
   0.00000000   3.06666667
   0.00000000   3.10000000
   0.00000000   3.13333333
   0.00000000   3.16666667
   0.00000000   3.20000000
   0.00000000   3.23333333
   0.00000000   3.26666667
   0.00000000   3.30000000
   0.00000000   3.33333333
   0.00000000   3.36666667
   0.00000000   3.40000000
   0.00000000   3.43333333
   0.00000000   3.46666667
   0.00000000   3.50000000
   0.00000000   3.53333333
   0.00000000   3.56666667
   0.00000000   3.60000000
   0.00000000   3.63333333
   0.00000000   3.66666667
   0.00000000   3.70000000
   0.00000000   3.73333333
   0.00000000   3.76666667
   0.00000000   3.80000000
   0.00000000   3.83333333
   0.00000000   3.86666667
   0.00000000   3.90000000
   0.00000000   3.93333333
   0.00000000   3.96666667
   0.00000000   4.00000000
   0.00000000   4.03333333
   0.00000000   4.06666667
   0.00000000   4.10000000
   0.00000000   4.13333333
   0.00000000   4.16666667
